"id","created_at","text","media_url"
"906287416738271232","2017-09-08 22:45:32","Leaving Land's End. https://t.co/hwlTbXRTtC","http://pbs.twimg.com/ext_tw_video_thumb/906284431165546496/pu/img/ZxFn_ZFOPoqykpjv.jpg"
"906275176870010880","2017-09-08 21:56:54","As I left Land's End I was chased by the weather https://t.co/bbbe490Kvp","http://pbs.twimg.com/media/DJO8NeLXgAEEU4_.jpg"
"906274314852474881","2017-09-08 21:53:29","I had a few people at Land's End ask me if I was at the start or end of my ride. I think it is unusual to be part way through.",""
"906273395507154945","2017-09-08 21:49:49","(It had been raining on and off all day and I was damp all through. The final rain shower got me 1.5 km from Land's End. Then sun.)",""
"906272885446201344","2017-09-08 21:47:48","I did shed a couple of surprise tears on seeing the view. Partly the view, partly the weather, partly the achieveme… https://t.co/E0pGY1vkuy",""
"906269476336885760","2017-09-08 21:34:15","Today was 105.9 km with 1465 m of elevation (more than Ben Nevis again). https://t.co/MCIPadKP6f",""
"906267361627557891","2017-09-08 21:25:51","@Will_Mallott It must have been the one in Cambridgeshire",""
"906264639943708673","2017-09-08 21:15:02","Today I cycled through Skinner's Bottom. I've a feeling I may have that despite the padded shorts. https://t.co/LEysNKwIFt",""
"906263451521167360","2017-09-08 21:10:19","@Will_Mallott I didn't see any cats. I saw a rabbit. It wasn't in a sack.",""
"906263254825148422","2017-09-08 21:09:32","Current progress 🚲 https://t.co/QYRWZNMhZZ","http://pbs.twimg.com/media/DJOxb2BXYAIdE-a.jpg"
"906246329244020737","2017-09-08 20:02:16","@Will_Mallott Not that I know of.",""
"906238856244207618","2017-09-08 19:32:35","There are over 800 people taking part in the Ride Across Britain. https://t.co/tRJ7eFFKGJ","http://pbs.twimg.com/media/DJOa-m7XUAAcm7K.jpg"
"906238052204466177","2017-09-08 19:29:23","It turns out I also cycled to the Andes. Three Andrews to be exact. Tomorrow they start cycling to John O Groats in… https://t.co/iqk5TkLB9U",""
"906237645029875712","2017-09-08 19:27:46","Heading towards Land's End. Panorama https://t.co/ncPPsDRnyr","http://pbs.twimg.com/media/DJOaRecWAAAoJMZ.jpg"
"906237517720059904","2017-09-08 19:27:15","After St Ives I had my first blue skies in a while https://t.co/zvNrMR9UTQ","http://pbs.twimg.com/media/DJOaILvXgAI4MyO.jpg"
"906237299943501824","2017-09-08 19:26:24","More rain heading my way on the north cliffs. https://t.co/hLYJOIzO1B","http://pbs.twimg.com/media/DJOZ_jkWsAAgLTo.jpg"
"906237245493039104","2017-09-08 19:26:11","Rain heading my way https://t.co/7SjYMQ26DP","http://pbs.twimg.com/media/DJOZ14xWAAUo_1C.jpg"
"906237076135436296","2017-09-08 19:25:30","The Hub bike hire and Portreath. https://t.co/i8iMPDkxf5","http://pbs.twimg.com/media/DJOZvQCWsAAP0XZ.jpg"
"906236809138638850","2017-09-08 19:24:27","Probably good conditions for surfers this morning https://t.co/K6EI2NsugC","http://pbs.twimg.com/media/DJOZQKyXcAI31p9.jpg"
"906236804017291266","2017-09-08 19:24:25","Heading towards St Ives earlier. There has been a lot of rain today. https://t.co/hAojhWGZht","http://pbs.twimg.com/media/DJOZhcZXoAMZ-1_.jpg"
"906204037997002753","2017-09-08 17:14:13","Land's End. This is not the end though. 🚲 https://t.co/qIHr2BiRxA","http://pbs.twimg.com/media/DJN7vXCWAAIcpHT.jpg"
"906203702205304832","2017-09-08 17:12:53","7640 km after leaving Kirkenes I have reached Land's End. Surprisingly emotional 😅 https://t.co/W2Ub0lC5dd","http://pbs.twimg.com/media/DJN7chgXUAIBDpj.jpg"
"906143215312674818","2017-09-08 13:12:32","@ODILeeds That is why I have to keep working out my route as I go along.",""
"906143064875569153","2017-09-08 13:11:56","@ODILeeds You won't remember but all my pre-planned routes got zapped on my GPS on day 0.",""
"906135602189533184","2017-09-08 12:42:17","@ODILeeds I'd better be.",""
"906131382577102848","2017-09-08 12:25:31","@MrMarkBeaumont As I cycle southwards, I keep wondering what it must be like for you doing much longer days. 💪 🚲",""
"906129942450241537","2017-09-08 12:19:48","@MrMarkBeaumont You're doing brilliantly. If I'm really lucky, and keep my pace up, I might see you whizz by me som… https://t.co/gAGsLumEix",""
"906128785124323328","2017-09-08 12:15:12","I have to be my own sports psychologist to keep the motivation going. This is day 84.",""
"906128398749196289","2017-09-08 12:13:39","I used to be frustrated by being given a large jug of milk with a pot of tea ☕. Now I look forward to the free cup of milk at the end.",""
"906121802010775552","2017-09-08 11:47:27","Yesterday I rode 110.5 km and climbed an elevation greater than Ben Nevis. https://t.co/mVXXcv9JFX","http://pbs.twimg.com/media/DJMw-CeW0AEFM4r.jpg"
"906117169725014016","2017-09-08 11:29:02","Absolutely massive thanks to my friend Tess for the very generous donation to @MSF_uk!",""
"905907988346568708","2017-09-07 21:37:50","RT @taximanpaul: @RTWbike @SchwalbeUK noooo, that's you jinxed",""
"905907860844011521","2017-09-07 21:37:19","@SchwalbeUK I've had just about every other problem with my bike on this trip but a puncture hasn't been one of them.",""
"905906628872036354","2017-09-07 21:32:25","It is at least 6800 miles since I had my last puncture. It was near Paris. @SchwalbeUK Marathon Plus tyres are pretty good.",""
"905897732191264770","2017-09-07 20:57:04","I expect the coastline to pop out.",""
"905897096125001734","2017-09-07 20:54:33","When I get home I'll be using @openstreetmap to make a heatmap of every business with ""Atlantic"" in the name (and translations of Atlantic).",""
"905894391918845952","2017-09-07 20:43:48","RT @MrMarkBeaumont: Great news! The record for Most Miles in a Month has been verified - 11315km / 7031miles #80days #ArtemisWorldCycle htt…",""
"905891109301256192","2017-09-07 20:30:45","Yesterday in better weather. https://t.co/58IKUvra5l","http://pbs.twimg.com/ext_tw_video_thumb/905888792594276355/pu/img/TfHXau0RmrA8bVzf.jpg"
"905889685427380225","2017-09-07 20:25:06","I reached Trenance this evening as the light started to fade. https://t.co/gkisn4PYpf https://t.co/LBH1x0M55I","http://pbs.twimg.com/media/DJJdqUdXUAAorwe.jpg"
"905885942795444224","2017-09-07 20:10:13","Tomorrow I should complete #lejog backwards (N to S) the long way round (via the west coast of Ireland).",""
"905881727058546688","2017-09-07 19:53:28","Padstow harbour in the rain. https://t.co/YgBMgGXWqg","http://pbs.twimg.com/media/DJJWjZdXgAAjuf6.jpg"
"905842314714722304","2017-09-07 17:16:52","Ferry++ https://t.co/50mbfqTcR9","http://pbs.twimg.com/media/DJIywjoXYAEDdGR.jpg"
"905817228171505667","2017-09-07 15:37:11","This is Tintagel. I think autocorrect got confused.",""
"905817059325386752","2017-09-07 15:36:30","Having a cream tea in Tintagel. I'm not getting into debates about the order of cream and jam. https://t.co/wDaG8tE8nH","http://pbs.twimg.com/media/DJIby17XcAAAz3S.jpg"
"905813652795731968","2017-09-07 15:22:58","Tintern castle in the wind and rain https://t.co/JDwNxVlbvo","http://pbs.twimg.com/media/DJIYswkW0AAePDJ.jpg"
"905813581001871360","2017-09-07 15:22:41","Leaving Boscastle up the hill https://t.co/sHoXPJaihN","http://pbs.twimg.com/media/DJIYgypXYAAqlkL.jpg"
"905813325891633152","2017-09-07 15:21:40","South of Widemouth looking north https://t.co/JwRTaMJKhL","http://pbs.twimg.com/media/DJIYY68XYAAtGBQ.jpg"
"905813039387115524","2017-09-07 15:20:32","Cornish coast road https://t.co/kphYSgl2rn","http://pbs.twimg.com/media/DJIYIbUXYAAZDGW.jpg"
"905792688401854465","2017-09-07 13:59:40","Not to be outdone by Devon, Cornwall just threw some 30% gradients at me. With wind. #NCN3",""
"905771049652023296","2017-09-07 12:33:41","I've gained a new flag. #funwithflags https://t.co/77A31yJOm0","http://pbs.twimg.com/media/DJHx8llXcAAEKT6.jpg"
"905770758839914496","2017-09-07 12:32:31","After Bude. Heading south. https://t.co/XBqKC3FnGO","http://pbs.twimg.com/media/DJHxrRXXkAAzJMQ.jpg"
"905770653634240512","2017-09-07 12:32:06","The Kilkhampton toilets ate 30p and wouldn't let me in. :( https://t.co/U7uG88O9FW","http://pbs.twimg.com/media/DJHxkmfXUAAet_Z.jpg"
"905770510675570689","2017-09-07 12:31:32","Welcome to Cornwall https://t.co/Oftq2b8aRF","http://pbs.twimg.com/media/DJHxZVVW0AAQY4N.jpg"
"905770357675753472","2017-09-07 12:30:56","Field https://t.co/93wlLKIuxV","http://pbs.twimg.com/media/DJHxT0MXYAIbqCI.jpg"
"905770317813096448","2017-09-07 12:30:46","I cycled by The Milky Way https://t.co/mjJJV9wdeD","http://pbs.twimg.com/media/DJHxQ3mXgAEJ5IQ.jpg"
"905770216323502080","2017-09-07 12:30:22","Leaving this morning. https://t.co/e7suQM0hfI","http://pbs.twimg.com/media/DJHxKw1XcAArxbF.jpg"
"905727302692196353","2017-09-07 09:39:51","@BikingBirder1 Found it on the map. Hopefully.",""
"905726734502420480","2017-09-07 09:37:35","Current progress 🚲 https://t.co/avtYH7e156 https://t.co/ilmq6uNwjb","http://pbs.twimg.com/media/DJHJpNLXcAAO2-w.jpg"
"905726547902038019","2017-09-07 09:36:51","Thanks Andrea https://t.co/J3htcTi34g",""
"905726469850193921","2017-09-07 09:36:32","RT @huckle3erry: @RTWbike Last time I camped, this mighty beast ... https://t.co/BFB3PneChN","http://pbs.twimg.com/media/DJHJXygVoAA2CPZ.jpg"
"905702828328529920","2017-09-07 08:02:36","RT @NoelAkers: @RTWbike The Beast of Bodmin? Ironic to cross the USA then get eaten by a big cat in Devon.",""
"905638840035041281","2017-09-07 03:48:20","#notes I left some rubbish between my tent inner and outer. Some creature has just been trying to eat it. A hedgehog?",""
"905554547728408580","2017-09-06 22:13:23","I didn't get too far today thanks to hills, headwind, and a broken derailleur after Ilfracombe. https://t.co/kMFC4tFapT","http://pbs.twimg.com/media/DJEtDc-WAAIsWgU.jpg"
"905553751334846464","2017-09-06 22:10:13","@BikingBirder1 No idea as I'm not sure where it is.",""
"905553610758651905","2017-09-06 22:09:39","@BikingBirder1 I don't remember Culbone. Check the map https://t.co/9Vxf20qsHW",""
"905553181630976000","2017-09-06 22:07:57","It's complicated as to why I need someone else to get it for me. It is phone related.",""
"905552667765854209","2017-09-06 22:05:55","Is anyone able to save the gpx from https://t.co/B7Il3QadfH and put it in a Web accessible place for me?",""
"905530320283471872","2017-09-06 20:37:06","@EmmaMBearman Near Westward Ho! in my tent",""
"905529333481177088","2017-09-06 20:33:11","@EmmaMBearman Headwind and very steep hills. ;)",""
"905528851450744835","2017-09-06 20:31:16","Had to visit Westward Ho! in Devon after having been to Å in Norway. #unusualplacenames https://t.co/ZHFn22DNFl","http://pbs.twimg.com/media/DJEVqzdXgAERus5.jpg"
"905528329180246017","2017-09-06 20:29:12","River Taw from the Tarka Trail earlier. https://t.co/e6kPeNuO4d","http://pbs.twimg.com/media/DJEVMalXkAITrJs.jpg"
"905469783721865216","2017-09-06 16:36:33","Although, after all the trouble I had finding the right shaped hanger in Ireland, this bike shop has three of them.",""
"905464091220815872","2017-09-06 16:13:56","He told me a mostly downhill route to a bike shop in Braunton. Got here at 5pm. Now buying a new derailleur. Thankfully I do have a hanger",""
